,sentence,label
7948,an awkward and indigestible movie . ,0
6128,viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it . ,0
1947,"what makes the movie work — to an admittedly limited extent — is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk . ",1
10020,a disappointment for a movie that should have been the ultimate imax trip . ,0
5619,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid . ,0
4341,"a rather brilliant little cult item : a pastiche of children's entertainment , superhero comics , and japanese animation . ",1
10584,"the film , like jimmy's routines , could use a few good laughs . ",0
9528,"what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ? ",0
10155," sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip . ",0
4924,the comedy makes social commentary more palatable . ,1
3925,"even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there's something vital about the movie . ",1
10357," . . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags . ",0
9101,"la de salma es una versión de frida superficial , preciosista y sin ningún contenido . ",0
9126,a low-rent retread of the alien pictures . ,0
1530,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,1
6682,"just another disjointed , fairly predictable psychological thriller . ",0
982,"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen . ",1
5451,"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all . ",0
7066,the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0
10436,this thing is virtually unwatchable . ,0
8537,the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life . ,0
8191,beyond a handful of mildly amusing lines . . . there just isn't much to laugh at . ,0
3190,transforms one of [shakespeare's] deepest tragedies into a smart new comedy . ,1
1505,"one of those energetic surprises , an original that pleases almost everyone who sees it . ",1
3696,"tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . ",1
6097,"for all its violence , the movie is remarkably dull with only caine making much of an impression . ",0
4129,what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . ,1
5427,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity . ",0
129,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale . ",1
8628,"seagal , who looks more like danny aiello these days , mumbles his way through the movie . ",0
9721,"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters . ",0
6636,a very depressing movie of many missed opportunities . ,0
3228,a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle . ,1
10074,the holiday message of the 37-minute santa vs . the snowman leaves a lot to be desired . ,0
6442,boyd's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon . ,0
3019, . . . a series of tales told with the intricate preciseness of the best short story writing . ,1
4981,"doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome . ",1
7170,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles – several of them . ,0
4915,"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned . ",1
7353,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . . . . designed to provide a mix of smiles and tears , "" crossroads "" instead provokes a handful of unintentional howlers and numerous yawns . ",0
3160,"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects . ",1
4667,remarkable for its intelligence and intensity . ,1
9453,this low-rent -- and even lower-wit -- rip-off of the farrelly brothers' oeuvre gets way too mushy -- and in a relatively short amount of time . ,0
3770,"it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ? ",1
5092,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year's best and most unpredictable comedy . ",1
538,"hilarious , acidic brit comedy . ",1
9536,"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky . ",0
2860,nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty . ,1
5635,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed . ",0
7868,there's a disturbing 'great white hope' undertone to the other side of heaven that subtly undermines its message of christian love and compassion . ,0
5749,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers . ",0
10098,"nicolas cage isn't the first actor to lead a group of talented friends astray , and this movie won't create a ruffle in what is already an erratic career . ",0
8894,millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry . ,0
2801,"when it's not wallowing in hormonal melodrama , "" real women have curves "" is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams . ",1
9096,five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before . ,0
1452,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,1
4654,"it pulls the rug out from under you , just when you're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction . ",1
7140,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance . . . ,0
4871,"enormously enjoyable , high-adrenaline documentary . ",1
4822,this is a fascinating film because there is no clear-cut hero and no all-out villain . ,1
4396,"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom — handguns , bmws and seaside chateaus . ",1
5912,[sam's] self-flagellation is more depressing than entertaining . ,0
10551,leaves viewers out in the cold and undermines some phenomenal performances . ,0
7258,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts . ,0
6784,"the screenplay by james eric , james horton and director peter o'fallon . . . is so pat it makes your teeth hurt . ",0
10446,"the trouble is , its filmmakers run out of clever ideas and visual gags about halfway through . ",0
2071,the ya-ya's have many secrets and one is - the books are better . translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya . ,1
3415,a muted freak-out,1
9920,family togetherness takes a back seat to inter-family rivalry and workplace ambition&#133 ; whole subplots have no explanation or even plot relevance . ,0
1708,cho's timing is priceless . ,1
7600,"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do . ",0
77,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next . ",1
10253,"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products . ",0
8586,suffers from a flat script and a low budget . ,0
9768,"an uplifting drama . . . what antwone fisher isn't , however , is original . ",0
7010,manages to show life in all of its banality when the intention is quite the opposite . ,0
3115,"aside from rohmer's bold choices regarding point of view , the lady and the duke represents the filmmaker's lifelong concern with formalist experimentation in cinematic art . ",1
8064,"it almost plays like solaris , but with guns and jokes . ",0
2586,refreshing . ,1
2152,"like kubrick , soderbergh isn't afraid to try any genre and to do it his own way . ",1
5205,"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out . ",1
8170,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller . ",0
7033,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard . ",0
3293,a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . ,1
3861,"it excels because , unlike so many other hollywood movies of its ilk , it offers hope . ",1
5563,"during the tuxedo's 90 minutes of screen time , there isn't one true 'chan moment' . ",0
5716,"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail . ",0
6036,a picture as erratic as its central character . ,0
6348,"an unbelievably stupid film , though occasionally fun enough to make you forget its absurdity . ",0
6114,i felt trapped and with no obvious escape for the entire 100 minutes . ,0
6499,"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . ",0
646,a very funny look at how another culture handles the process of courting and marriage . ,1
6922,the cold turkey would've been a far better title . ,0
8576,the sweetest thing is expressly for idiots who don't care what kind of sewage they shovel into their mental gullets to simulate sustenance . ,0
7783,desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats . ,0
4172,"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek . ",1
2525,"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary . ",1
6254,"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable . ",0
7820,the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn . ,0
10444,"the characters . . . are paper-thin , and their personalities undergo radical changes when it suits the script . ",0
9365,"tale will be all too familiar for anyone who's seen george roy hill's 1973 film , "" the sting . "" ",0
2256,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . ,1
3466,"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere . ",1
9590,"[the film's] taste for "" shock humor "" will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . ",0
7410,imagine a really bad community theater production of west side story without the songs . ,0
4899,spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie . ,1
2727,"in his debut as a director , washington has a sure hand . his work with actors is particularly impressive . ",1
1992,[reaches] wholly believable and heart-wrenching depths of despair . ,1
4158,"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",1
4104,this is a film that manages to find greatness in the hue of its drastic iconography . ,1
7545,largely a for-fans artifact . ,0
2417,majidi's direction has never been smoother or more confident . ,1
1739,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time . ,1
4763,"macdowell . . . gives give a solid , anguished performance that eclipses nearly everything else she's ever done . ",1
6893,"velocity represents everything wrong with ''independent film'' as a commodified , sold-out concept on the american filmmaking scene . ",0
2177,arguably the best script that besson has written in years . ,1
939,"the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time . ",1
6127,[a] stuporously solemn film . ,0
7162,"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0
5896,woody allen has really found his groove these days . the problem is that it is one that allows him to churn out one mediocre movie after another . ,0
3220,an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon . ,1
2756,"the film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end . ",1
7292,the movie fails to live up to the sum of its parts . ,0
2637,"offers big , fat , dumb laughs that may make you hate yourself for giving in . ah , what the hell . ",1
9194,how i killed my father is one of those art house films that makes you feel like you're watching an iceberg melt -- only it never melts . ,0
1634,"it's tough to watch , but it's a fantastic movie . ",1
1922,a gripping drama . ,1
3105,[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable . ,1
8107,"rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation . ",0
847,"this is the kind of movie that used to be right at home at the saturday matinee , and it still is . ",1
2019,writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls . ,1
8766,the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . ,0
189,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it . ,1
397,one hour photo is an intriguing snapshot of one man and his delusions ; it's just too bad it doesn't have more flashes of insight . ,1
6996,they takes a long time to get to its gasp-inducing ending . ,0
7900,"the screenplay sabotages the movie's strengths at almost every juncture . all the characters are stereotypes , and their interaction is numbingly predictable . ",0
3109,the bottom line is the piece works brilliantly . ,1
8180,"it's not thirsty , consuming passion which drives this movie . no , it's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else . ",0
6547,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage . ,0
7561,watching it is rather like viewing a long soap opera in which only the first episode was any good . ,0
5941,we've liked klein's other work but rollerball left us cold . ,0
5257,it's a very valuable film . . . ,1
9949,witless and utterly pointless . ,0
1942,mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle . the only pain you'll feel as the credits roll is your stomach grumbling for some tasty grub . ,1
5127,"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart . ",1
10536,the satire is just too easy to be genuinely satisfying . ,0
9469,"humorless , self-conscious art drivel , made without a glimmer of intelligence or invention . ",0
5843,"as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks . ",0
8633,"sadly , 'garth' hasn't progressed as nicely as 'wayne . '",0
9071,"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter , the improbable "" formula 51 "" is somewhat entertaining , but it could have been much stronger . ",0
5481,oozes condescension from every pore . ,0
10621,"though there are many tense scenes in trapped , they prove more distressing than suspenseful . ",0
4080,"although it lacks the detail of the book , the film does pack some serious suspense . ",1
2813,it is quite a vision . ,1
385,"a deceivingly simple film , one that grows in power in retrospect . ",1
9403,"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments . ",0
6297,the end result is like cold porridge with only the odd enjoyably chewy lump . ,0
5539,the whole affair is as predictable as can be . ,0
9521,a sleek advert for youthful anomie that never quite equals the sum of its pretensions . ,0
10111,a fake street drama that keeps telling you things instead of showing them . ,0
6949,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",0
2605,the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . ,1
4942,the production values are of the highest and the performances attractive without being memorable . ,1
3237,i am more offended by his lack of faith in his audience than by anything on display here . ,1
9722,"each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time . ",0
3074,at once disarmingly straightforward and strikingly devious . ,1
4560,"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity . ",1
3970,ong's promising debut is a warm and well-told tale of one recent chinese immigrant's experiences in new york city . ,1
4692,you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter . ,1
917,there was time on that second round to see the subtleties of ramsay's portrait of grief . ,1
8481,"it's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones's diary . ",0
5025,jason patric and ray liotta make for one splendidly cast pair . ,1
6519,"other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst . ",0
7343,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0
8790,the concept is a hoot . the trailer is a riot . the movie is a dud . ,0
8731,needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism . ,0
9385,"feels like pieces a bunch of other , better movies slapped together . ",0
9073,a feel-good movie that doesn't give you enough to feel good about . ,0
68,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness . ,1
3959,"a b-movie you can sit through , enjoy on a certain level and then forget . ",1
5642,"given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors' workshop that it is . ",0
4,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one . ",1
5033,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed . ,1
580,"while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale . ",1
2180,"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . ",1
4136,"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist . ",1
3339,a fleet-footed and pleasingly upbeat family diversion . ,1
65,the invincible werner herzog is alive and well and living in la,1
978,"the film is painfully authentic , and the performances of the young players are utterly convincing . ",1
8675,"as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising . ",0
9312,"most fish stories are a little peculiar , but this is one that should be thrown back in the river . ",0
5496,exactly what you'd expect from a guy named kaos . ,0
7013,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",0
8717,the problem with movies about angels is they have a tendency to slip into hokum . a rumor of angels doesn't just slip -- it avalanches into forced fuzziness . ,0
3635,"nicole kidman evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while . ",1
7550,first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on . ,0
1038,"once again , director jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale . ",1
4071," "" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film . ",1
8896,"perhaps a better celebration of these unfairly dismissed heroes would be a film that isn't this painfully forced , false and fabricated . ",0
706,"there's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm . ",1
4070,a moving story of determination and the human spirit . ,1
2036,"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour . ",1
1744,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '",1
10369,the armenian genocide deserves a more engaged and honest treatment . ,0
9575,i wish it would have just gone more over-the-top instead of trying to have it both ways . ,0
957,genuinely touching because it's realistic about all kinds of love . ,1
733,"a bold and subversive film that cuts across the grain of what is popular and powerful in this high-tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass . ",1
622,"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual . ",1
9382,"swimfan , like fatal attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub . ",0
7067,"walter hill's pulpy , stylized boxing melodrama undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity . ",0
8312,i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo-ha . ,0
2972,"while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own . ",1
2929,a beautifully tooled action thriller about love and terrorism in korea . ,1
7567,the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare . ,0
3473,kudos to the most enchanting film of the year . ,1
1149,what better message than 'love thyself' could young women of any size receive ? ,1
8923,the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil . ,0
4687,"the more you think about the movie , the more you will probably like it . ",1
5111,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma . ",1
2796,"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time . ",1
10017,rarely has sex on screen been so aggressively anti-erotic . ,0
3407,"this is unusual , food-for-thought cinema that's as entertaining as it is instructive . ",1
6103,"hill looks to be going through the motions , beginning with the pale script . ",0
1008,an extraordinary swedish film about the soul adventure of marriage -- the kind of intimate and character-driven film that bille august does best . ,1
4627," . . . bright , intelligent , and humanly funny film . ",1
4564,but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks . ,1
10351,"lyne's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded . ",0
10595,"in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs . sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase . ",0
971,the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . . ,1
921,a modest masterpiece . ,1
1335,as unseemly as its title suggests . ,1
8097,"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure . ",0
4194,"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . ",1
8211,"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect . ",0
8002,"hey , at least the title of this film lets you know exactly where it's heading . ",0
3301,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",1
5669,it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere . ,0
8942,"a thoroughly awful movie--dumb , narratively chaotic , visually sloppy . . . a weird amalgam of 'the thing' and a geriatric 'scream . '",0
9298,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers . ,0
2536,"denis forges out of the theories of class- based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord . ",1
8965,"sinks into the usual cafeteria goulash of fart jokes , masturbation jokes , and racist japanese jokes . ",0
7187,better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery . ,0
4657,"gives us a lot to chew on , but not all of it has been properly digested . ",1
4287,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,1
8617,it bites hard . ,0
2345,"triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed . ",1
10209,"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy . ",0
3112,"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle . ",1
7363,aggravating and tedious . ,0
1903,"ultimately , "" mib ii "" succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless . ",1
7912,"the best you can say about it is it's so uninspired , it barely gives one pause when considering some of the other dreck out there right now . ",0
7496,"it's not that waiting for happiness is a bad film , because it isn't . it's just incredibly dull . ",0
3297,o Último suspeito ganha força ao também funcionar em uma esfera adicional : a do drama familiar . ,1
6406,apparently reassembled from the cutting-room floor of any given daytime soap . ,0
5609,the pool drowned me in boredom . ,0
7851,lawrence preaches strictly to the converted . ,0
1098,"chilling , well-acted , and finely directed : david jacobson's dahmer . ",1
6505,the whole film has this sneaky feel to it – as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product . ,0
306,"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy . ",1
2979,this is christmas future for a lot of baby boomers . ,1
1263,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it's an eye-opener . ",1
10555,you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom . ,0
9232,"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy . ",0
2461,a glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism . ,1
543,the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . ,1
5061,"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it . ",1
1181,"if you can stomach the rough content , it's worth checking out for the performances alone . ",1
4747,"it may be a no-brainer , but at least it's a funny no-brainer . ",1
10484,"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0
4902,"in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ",1
6474,"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey . ",0
7761,"director barry skolnick and his screenwriters glibly tick off every point of "" the longest yard "" playbook like a checklist . ",0
3676,"pipe dream does have its charms . the leads are natural and lovely , the pace is serene , the humor wry and sprightly . ",1
8298,sushi for the connoisseurs of the macabre . ,0
9516,chalk it up as the worst kind of hubristic folly . ,0
534,"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow . ",1
9999,"i'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking . ",0
602,what it lacks in originality it makes up for in intelligence and b-grade stylishness . ,1
9893,let's face it -- there aren't many reasons anyone would want to see crossroads if they're not big fans of teen pop kitten britney spears . ,0
128,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done . ,1
2971,"thanks to a small star with big heart , this family film sequel is plenty of fun for all . ",1
10069, . . . really horrible drek . ,0
1520,"filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today's new delhi . ",1
2826,"deflated ending aside , there's much to recommend the film . ",1
1854,"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . ",1
1174,"as a tolerable diversion , the film suffices ; a triumph , however , it is not . ",1
8734,the film is ultimately about as inspiring as a hallmark card . ,0
2882,"schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms . mirren , who did ) , has succeeded beyond all expectation . ",1
1984,"this documentary is a dazzling , remarkably unpretentious reminder of what [evans] had , lost , and got back . ",1
895,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances . ,1
9293,"one of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily . ",0
3820,"a beautiful , entertaining two hours . you get the idea , though , that kapur intended the film to be more than that . ",1
1160,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure . ",1
6129, . . . its stupidities wind up sticking in one's mind a lot more than the cool bits . ,0
4165,"though writer/director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup's anchoring performance . ",1
2308,"these three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people . ",1
5226,"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf . ",1
8891,"like being invited to a classy dinner soiree and not knowing anyone . you leave the same way you came -- a few tasty morsels under your belt , but no new friends . ",0
665,it's fairly self-aware in its dumbness . ,1
3493,"for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own . ",1
591,a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive . ,1
6334,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people . ",0
2045,"gaunt , silver-haired and leonine , [harris] brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman . ",1
5512," . . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 . ",0
775,about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream . ,1
2159,"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process . ",1
7871,there's something fundamental missing from this story : something or someone to care about . ,0
7883,"what is captured during the conceptual process doesn't add up to a sufficient explanation of what the final dance work , the selection , became in its final form . ",0
1781,"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",1
8200,a mostly tired retread of several other mob tales . ,0
3206,one of the best inside-show-biz yarns ever . ,1
7395,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden . ",0
3622,"a thoroughly enjoyable , heartfelt coming-of-age comedy . ",1
8997,"helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome . ",0
3898,a refreshing change from the usual whoopee-cushion effort aimed at the youth market . ,1
1509,"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center . ",1
767,a deviant topical comedy which is funny from start to finish . ,1
5535,it's an 88-minute highlight reel that's 86 minutes too long . ,0
8883,"priggish , lethargically paced parable of renewal . ",0
7268,"it can't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0
